Measure,Time,Band,Cluster,Normative_Mean,Normative_Std,diff,tCI_5,tCI_95,corr,cor_5,corr_95,cv,cv_5,cv_95,ICC,ICC_5,ICC_95,SEM
ITC,120 - 180,25 - 35,Fronto-Central Right,0.14150944039529048,0.048044385765269496,0.0068495477097085,-0.01,0.02,0.6524398386623751,0.47,0.78,19.13146180590695,16.065889164981474,22.19703444683243,0.6458497542142886,0.47,0.77,0.0320650225769662
ITC,120 - 180,25 - 35,Occipital Midline,0.128349019030572,0.05099003213083744,0.0073196959207642,-0.01,0.02,0.6161382469892335,0.42,0.76,21.44075278604337,18.013438798150183,24.868066773936548,0.6087846846894909,0.42,0.75,0.0357395807122206
ITC,120 - 180,25 - 35,Parieto-Occipital Left,0.1471022663667041,0.05810004587269421,0.0128662517469609,0.0,0.02,0.7463138984228662,0.6,0.84,17.082371843591144,14.337781083858628,19.82696260332365,0.7346949762783609,0.58,0.84,0.0329433662768132
ITC,120 - 180,25 - 35,Parieto-Occipital Midline,0.1314654668594308,0.04964056194521607,0.0059653956924938,-0.01,0.02,0.6821511739145019,0.51,0.8,19.184680586973148,16.11077143336371,22.25858974058258,0.6823855258078456,0.52,0.8,0.0329025577402133
ITC,120 - 180,25 - 35,Parieto-Occipital Right,0.11661016969280083,0.045742028422009307,0.0034836298986829,-0.01,0.01,0.6053175715419252,0.41,0.75,16.811219119982102,14.109103367650563,19.513334872313635,0.6027068868751374,0.41,0.75,0.0285617512171549
ITC,120 - 180,25 - 35,Temporal Left,0.12302685396437603,0.044657662559471234,0.0048983998566521,-0.01,0.02,0.5034643966572622,0.28,0.68,22.25613847938776,18.701097530472467,25.81117942830305,0.5016780660071172,0.28,0.67,0.0362445406516495
ITC,120 - 180,25 - 35,Temporal Right,0.12052793593702545,0.044090222421092146,0.0046429049115743,-0.01,0.02,0.5169284115958718,0.3,0.69,22.791462762714808,19.15256537085623,26.430360154573386,0.5165223216542654,0.3,0.68,0.033108736174992
RSP,120 - 180,25 - 35,Anterior-Frontal Left,10.002128621023825,4.955317605501382,-0.935087526100824,-2.13,0.25,0.595618449540816,0.4,0.74,20.714849349558897,17.401245279186313,24.028453419931477,0.5744094536841235,0.37,0.72,3.195461479972767
RSP,120 - 180,25 - 35,Anterior-Frontal Midline,8.940334294078465,4.172120314177578,-0.1739140451670468,-0.7,0.36,0.870202570958597,0.79,0.92,14.113808241002696,11.834231290875168,16.39338519113023,0.8578729961605817,0.77,0.91,1.4030845058226098
RSP,120 - 180,25 - 35,Anterior-Frontal Right,9.50357426344983,4.35043155229968,-0.0823419444234933,-0.76,0.6,0.8213824291759525,0.71,0.89,16.577499134613785,13.91199469850339,19.24300357072418,0.8139523140786122,0.7,0.89,1.7913682550426075
RSP,120 - 180,25 - 35,Centro-Parietal Left,7.690010168907268,3.5484252672697787,-0.1658176045640644,-0.66,0.32,0.8373628502503097,0.74,0.9,13.717844225162883,11.500293480339362,15.935394969986405,0.8358179956289903,0.74,0.9,1.2934814047295842
RSP,120 - 180,25 - 35,Centro-Parietal Midline,9.206824114528187,4.686413639655044,-0.3086910696104855,-0.91,0.29,0.857821140666671,0.77,0.91,14.810932001162644,12.422153356587511,17.199710645737767,0.8541685506986804,0.77,0.91,1.594097577021781
RSP,120 - 180,25 - 35,Centro-Parietal Right,9.600673920115485,4.31405523453416,-0.3033865957583138,-0.96,0.35,0.8131912076558298,0.7,0.89,13.661663730543625,11.452913439180358,15.870414021906887,0.8027690343378626,0.69,0.88,1.7435858327502445
RSP,120 - 180,25 - 35,Fronto-Central Left,10.431272334359457,4.41847995913501,-0.3877027843032297,-1.33,0.55,0.6381451396986344,0.45,0.77,17.974211639534516,15.089917684388796,20.85850559468024,0.6116299770152882,0.42,0.75,2.4914368740195054
RSP,120 - 180,25 - 35,Fronto-Central Midline,9.722348179974457,4.316546787464827,0.2723344418355991,-0.41,0.96,0.7884732265844655,0.66,0.87,14.117703649518765,11.837516498972269,16.397890800065262,0.7879791096779319,0.67,0.87,1.809059131434953
RSP,120 - 180,25 - 35,Fronto-Central Right,10.16633025149168,4.108217068093253,0.2416110161929555,-0.55,1.04,0.6861033025314671,0.52,0.8,15.340177131293837,12.868494319207322,17.81185994338035,0.6871289180121322,0.52,0.8,2.1027561914217583
RSP,120 - 180,25 - 35,Occipital Midline,9.627255214146718,4.497086329596032,0.3162723368524734,-0.48,1.11,0.6956115571930606,0.53,0.81,19.00485562387073,15.959115343274968,22.05059590446649,0.6943861902242443,0.53,0.81,2.1032166354335593
RSP,120 - 180,25 - 35,Parieto-Occipital Left,7.8255432893081105,3.652720126596712,-0.035977127465742,-0.59,0.52,0.7482410311328566,0.61,0.84,14.630097750264987,12.26964607966598,16.990549420864,0.7506236232845156,0.61,0.85,1.4688201612477
RSP,120 - 180,25 - 35,Parieto-Occipital Midline,7.1568453769031635,3.436238732040331,0.0141570404737625,-0.52,0.55,0.7805186117243841,0.65,0.87,16.549105466893398,13.888048787126785,19.21016214666002,0.7835111791004546,0.66,0.87,1.4194406141450062
RSP,120 - 180,25 - 35,Parieto-Occipital Right,7.979395095582088,3.906160653516183,-0.1864877871099218,-0.86,0.48,0.7279887653014244,0.58,0.83,16.70119636731217,14.016315246341623,19.386077488282712,0.7294378232412982,0.58,0.83,1.7707908905876024
RSP,120 - 180,25 - 35,Temporal Left,10.319431101091503,4.4239178977584315,-0.3309979475453412,-1.25,0.58,0.5678924020418589,0.36,0.72,18.85246585067098,15.83059682852448,21.874334872817485,0.5605766215075474,0.35,0.72,2.4241121983758003
RSP,120 - 180,25 - 35,Temporal Right,9.72617936257641,3.9757422573840064,0.0834462447508642,-0.75,0.92,0.5748174295767196,0.37,0.73,18.4842656221383,15.520073717240724,21.44845752703587,0.5740909521319627,0.37,0.73,2.2088998168802116
ERSP,120 - 180,35 - 45,Anterior-Frontal Left,-0.0016203777133284452,0.038206739144149446,0.0032075151751819,-0.01,0.01,0.3069240938912404,0.05,0.53,-108.95539521525096,-91.9566656152537,-125.9541248152482,0.3089914187691934,0.05,0.53,0.0282886413065005
ERSP,120 - 180,35 - 45,Anterior-Frontal Midline,0.003353937776941003,0.037668651430371076,0.0052886331141799,-0.0,0.02,0.4086128402893714,0.17,0.6,-56.74512465590447,-47.92492853659084,-65.56532077521808,0.3967501468788669,0.16,0.59,0.0268784409917324
ERSP,120 - 180,35 - 45,Anterior-Frontal Right,-0.0037797686561508777,0.034216368205261145,0.0042758685259861,-0.01,0.01,0.2230072778062703,-0.04,0.46,-58.37532205985414,-49.29976193063427,-67.45088218907405,0.2120103914337838,-0.05,0.45,0.0284874653400116
ERSP,120 - 180,35 - 45,Centro-Parietal Left,0.014570975747199387,0.050860826354175895,0.0126654269450431,0.0,0.02,0.7093628385880919,0.55,0.82,-2.8740471517960477,-2.4925433872183973,-3.2555509163736818,0.6891903187516262,0.52,0.81,0.0293344616966811
ERSP,120 - 180,35 - 45,Centro-Parietal Midline,0.0055959427131384324,0.04124022007075617,0.0031820242213669,-0.01,0.01,0.5071138023564424,0.28,0.68,-99.29127455357734,-83.80639143524164,-114.77615767191304,0.5045968621867405,0.28,0.68,0.0297172935450855
ERSP,120 - 180,35 - 45,Centro-Parietal Right,-0.00469027580433518,0.031211030124950176,0.0048386676845774,-0.0,0.01,0.4302772683623254,0.19,0.62,-146.27179353202746,-123.42759694358828,-169.11599012046668,0.4289037540442353,0.19,0.62,0.0254025944385746
ERSP,120 - 180,35 - 45,Fronto-Central Left,0.004653230342543225,0.03384520599599795,0.006270574912485,-0.0,0.02,0.5028643237200507,0.28,0.67,59.82574717515345,50.38557482809225,69.26591952221466,0.4914141155894733,0.27,0.66,0.0239887879612795
ERSP,120 - 180,35 - 45,Fronto-Central Midline,0.02009942771011279,0.04486374209522489,0.0072222576648843,-0.0,0.02,0.6265273185751048,0.44,0.76,17.625474080524413,14.795808492015746,20.455139669033084,0.6174736584261661,0.43,0.75,0.0281469495391805
ERSP,120 - 180,35 - 45,Fronto-Central Right,0.0015399215410452425,0.031716710029768926,0.003036891981759,-0.0,0.01,0.5020903852530466,0.28,0.67,21.552379535789697,18.107579656703848,24.997179414875554,0.5029596200249067,0.28,0.67,0.0206187672774235
ERSP,120 - 180,35 - 45,Occipital Midline,-0.003590330213683329,0.027341495968616125,0.0069733429817528,-0.0,0.02,0.0992105746577886,-0.17,0.35,151.8099626894508,127.96082486072294,175.6591005181786,0.0970713208971008,-0.16,0.34,0.0243158946350011
ERSP,120 - 180,35 - 45,Parieto-Occipital Left,-0.0011191839297896209,0.03646103982904249,0.0054471197934523,-0.0,0.01,0.6382154601382669,0.45,0.77,39.09022542096707,32.89819098028373,45.28225986165043,0.6296191637822227,0.45,0.76,0.0216892608792447
ERSP,120 - 180,35 - 45,Parieto-Occipital Midline,-0.006617253478833767,0.030679768831197177,0.0032537244949389,-0.01,0.01,0.2261563924187747,-0.04,0.46,377.642924810891,318.4179419240012,436.8679076977808,0.2261161322558222,-0.04,0.46,0.0235200408505395
ERSP,120 - 180,35 - 45,Parieto-Occipital Right,-0.009877859352288878,0.025375554256355747,0.0078657302925608,0.0,0.02,0.2659390601136884,0.01,0.49,7.867520511898212,6.566399960773555,9.168641063022855,0.253910139552254,0.01,0.47,0.0198187279461322
ERSP,120 - 180,35 - 45,Temporal Left,-0.0037971878611654866,0.033301157714688084,0.0025198759435008,-0.01,0.01,0.3717726638765717,0.12,0.58,6.431282720355536,5.355143168917589,7.507422271793492,0.371055468261844,0.12,0.58,0.0244176280471114
ERSP,120 - 180,35 - 45,Temporal Right,-0.010998435228708017,0.02762125323964235,0.0069971739472068,-0.0,0.02,0.2612161657877552,0.0,0.49,-242.15452242533468,-204.29067357169865,-280.0183712789706,0.2538888762420258,0.0,0.48,0.0227988753667786
GERSP,120 - 180,35 - 45,Global,-7.35842780385914e-05,0.026050931691532195,0.0058632634151721,-0.0,0.01,0.6117660523224278,0.42,0.75,-51.758862479370485,-43.71974471336467,-59.79798024537632,0.5990218172520098,0.4,0.74,0.0160502720498386
GITC,120 - 180,35 - 45,Global,0.10753183445237682,0.029307855866560303,0.008296391190257,0.0,0.02,0.6578038597419276,0.48,0.78,14.231715920507405,11.933669196250603,16.529762644764197,0.6371746639533766,0.45,0.77,0.0186050729628305
GRSP,120 - 180,35 - 45,Global,4.260808298721234,2.6228110742047615,-0.0529749331249209,-0.55,0.44,0.5402018489457637,0.33,0.7,21.056808530264835,17.689637899549464,24.42397916098021,0.5381784728041918,0.32,0.7,1.309329926005829
ITC,120 - 180,35 - 45,Anterior-Frontal Left,0.1056849204307518,0.035842394054501805,0.0109041006423367,-0.0,0.02,0.3128365805463316,0.06,0.53,26.03906341748589,21.89144215956835,30.18668467540344,0.3028445328490096,0.06,0.52,0.0341008446214946
ITC,120 - 180,35 - 45,Anterior-Frontal Midline,0.1097236955774833,0.03853764413351623,0.0142865278421836,0.0,0.03,0.4932360046982966,0.27,0.67,22.383251475791667,18.808298776069844,25.9582041755135,0.4728300888584291,0.25,0.65,0.0325635070091107
ITC,120 - 180,35 - 45,Anterior-Frontal Right,0.10244627695410079,0.030582118611383883,0.0094482432467699,-0.0,0.02,0.4124239791798263,0.17,0.61,20.066565255562217,16.85451233807477,23.278618173049665,0.3971916052464609,0.16,0.59,0.0266183395146494
ITC,120 - 180,35 - 45,Centro-Parietal Left,0.12776369952931377,0.04867937998508725,0.0049598028935576,-0.0,0.01,0.8070340563565686,0.69,0.88,13.852480482229865,11.613839497414489,16.091121467045237,0.8054695495271884,0.69,0.88,0.0238600039477078
ITC,120 - 180,35 - 45,Centro-Parietal Midline,0.12111054297524805,0.04690333152594258,0.0009904719056014,-0.01,0.01,0.4357067689643218,0.2,0.63,21.507105890436897,18.069397949782772,24.94481383109102,0.4366185980236449,0.2,0.63,0.0319898816914223
ITC,120 - 180,35 - 45,Centro-Parietal Right,0.10228616823403575,0.030054523726508076,0.0066372137543683,-0.0,0.01,0.3773320205596953,0.13,0.58,15.776460548990553,13.23643565592126,18.31648544205985,0.369439786552593,0.13,0.57,0.0216153287047
ITC,120 - 180,35 - 45,Fronto-Central Left,0.11165689936429844,0.040910665930822515,0.0106386758989736,-0.0,0.02,0.4958854706920946,0.27,0.67,21.337395120598295,17.926271704373704,24.74851853682288,0.4828517573221507,0.26,0.66,0.0303463199725994
ITC,120 - 180,35 - 45,Fronto-Central Midline,0.13481247704375945,0.05906246017221904,0.0132011655457453,0.0,0.03,0.6975036144712594,0.53,0.81,21.431457941709983,18.005599954614425,24.857315928805555,0.6832362925020933,0.51,0.8,0.0341739967487229
ITC,120 - 180,35 - 45,Fronto-Central Right,0.10890990610524488,0.03341088939578852,0.0088901803505178,0.0,0.02,0.5737073154142006,0.37,0.73,17.379361214703778,14.588248238383803,20.17047419102375,0.5565155313374007,0.35,0.71,0.023321483763552
ITC,120 - 180,35 - 45,Occipital Midline,0.09907683286217425,0.032218845857984645,0.0063683023902628,-0.0,0.01,0.5625112003595416,0.35,0.72,16.79221320900614,14.0930746578571,19.49135176015518,0.5445338259939707,0.34,0.7,0.0218197387103172
ITC,120 - 180,35 - 45,Parieto-Occipital Left,0.11011885249684727,0.03561549194827367,0.0136924560149582,0.0,0.02,0.5945443235883917,0.4,0.74,17.750249919103755,14.901038686367077,20.59946115184044,0.5595204689821254,0.33,0.72,0.0254560566777461
ITC,120 - 180,35 - 45,Parieto-Occipital Midline,0.10210987752988121,0.03344950901476332,0.0066750819363042,-0.0,0.02,0.4810224417817458,0.25,0.66,18.552047268133695,15.577237635053336,21.526856901214057,0.4756062467773619,0.25,0.65,0.0261820287382833
ITC,120 - 180,35 - 45,Parieto-Occipital Right,0.09301609335104231,0.03030098672678793,0.0077376125282412,-0.0,0.02,0.3814688437137109,0.13,0.58,19.28131098964373,16.19226506361334,22.37035691567412,0.3699478507005806,0.13,0.57,0.0239275695269122
ITC,120 - 180,35 - 45,Temporal Left,0.09795969194926535,0.03272350494550545,0.004563895006552,-0.01,0.01,0.4756812892623341,0.25,0.66,19.1087687920172,16.04675092244009,22.170786661594303,0.4759729040471603,0.25,0.65,0.0255385526419498
ITC,120 - 180,35 - 45,Temporal Right,0.09561325143865415,0.028909994250698366,0.0047710316922529,-0.0,0.01,0.5156553041456506,0.29,0.68,17.540953054242877,14.72452735198379,20.35737875650197,0.5132559343080526,0.3,0.68,0.0204865306209929
RSP,120 - 180,35 - 45,Anterior-Frontal Left,5.034581464356666,3.4578293289342494,-0.4924363964465846,-1.42,0.43,0.5055836480386956,0.28,0.68,29.79126057269852,25.055872392080385,34.52664875331665,0.4924142255191884,0.27,0.67,2.464730367009491
RSP,120 - 180,35 - 45,Anterior-Frontal Midline,4.314576747722815,2.7147786900922704,-0.0601132919559768,-0.44,0.32,0.7859611085960969,0.66,0.87,18.284530250363517,15.351626105667837,21.217434395059197,0.771435829641151,0.64,0.86,1.0058037619239193
RSP,120 - 180,35 - 45,Anterior-Frontal Right,5.057548310252798,4.329869380126511,0.0823279603924136,-0.41,0.58,0.7891456414182892,0.67,0.87,21.18660755369495,17.799104416606596,24.57411069078331,0.7888994474949215,0.67,0.87,1.303118580530571
RSP,120 - 180,35 - 45,Centro-Parietal Left,3.3519663901459236,2.2842394144759974,0.0125307853446281,-0.34,0.36,0.721210693317325,0.57,0.83,18.33458217549284,15.393837593636867,21.275326757348815,0.7246501795259387,0.57,0.83,0.9261190974681096
RSP,120 - 180,35 - 45,Centro-Parietal Midline,3.6629721926025214,2.032388547092368,-0.1193714833643416,-0.43,0.19,0.7807277802884334,0.65,0.87,18.175367707089308,15.259563445336966,21.09117196884165,0.7809857057482892,0.66,0.86,0.8188348193038496
RSP,120 - 180,35 - 45,Centro-Parietal Right,4.191069386865911,2.455158898812233,-0.160010177692079,-0.61,0.29,0.6714975445582226,0.5,0.79,18.07835600078028,15.177748241163751,20.9789637603968,0.6499876691958009,0.47,0.78,1.1794656923843445
RSP,120 - 180,35 - 45,Fronto-Central Left,5.109176568639601,3.047235967689948,-0.3682775633391951,-1.1,0.36,0.4370499542325977,0.2,0.63,24.734133183870306,20.790924113272304,28.677342254468297,0.3719461381016767,0.13,0.57,1.946152683194651
RSP,120 - 180,35 - 45,Fronto-Central Midline,4.074509471903765,2.874426043509477,0.2172140239663709,-0.16,0.6,0.5970082165635835,0.4,0.74,17.992435158988762,15.10528656121438,20.879583756763147,0.595608338244977,0.4,0.74,1.008924137695708
RSP,120 - 180,35 - 45,Fronto-Central Right,4.777029515387162,2.9447961837138785,0.2823126683973987,-0.31,0.88,0.467692903445676,0.24,0.65,19.50451264815013,16.38050306042096,22.62852223587929,0.4619328062513104,0.23,0.64,1.5831828635341574
RSP,120 - 180,35 - 45,Occipital Midline,5.291795243432942,3.807631992931538,0.3246846052873714,-0.43,1.08,0.562245657971365,0.35,0.72,26.91546783112547,22.630561269707673,31.20037439254327,0.5545254175445821,0.35,0.71,1.9953914413659215
RSP,120 - 180,35 - 45,Parieto-Occipital Left,3.593072083586238,2.6292570404521576,0.0797594388975793,-0.37,0.53,0.5364722729460617,0.32,0.7,22.283930387497644,18.724535945514152,25.84332482948113,0.5290038341894111,0.31,0.69,1.1831141865751682
RSP,120 - 180,35 - 45,Parieto-Occipital Midline,3.0326821245864903,2.000208337681071,0.1448437668644449,-0.22,0.51,0.6657248611626833,0.49,0.79,21.872114636790975,18.377229512015468,25.36699976156649,0.6517040662114177,0.47,0.78,0.9795693825127412
RSP,120 - 180,35 - 45,Parieto-Occipital Right,3.7834432472507866,2.6131526744571896,0.0606228831127249,-0.53,0.65,0.4557364455110396,0.22,0.64,25.62126426609274,21.53908960156119,29.703438930624294,0.459732713306679,0.23,0.64,1.567664278109147
RSP,120 - 180,35 - 45,Temporal Left,5.568372547484461,3.3437752891048524,-0.149987757765297,-0.91,0.61,0.4033402918099998,0.16,0.6,28.537680971378787,23.99866110355156,33.076700839206026,0.4047690520880067,0.16,0.6,2.015821393524775
RSP,120 - 180,35 - 45,Temporal Right,5.28691432374913,3.1733719819913957,0.3024836468108437,-0.42,1.03,0.3369012292853361,0.08,0.55,25.275020091227375,21.24708321451593,29.302956967938833,0.337832344432065,0.09,0.55,1.929458740126349
ERSP,120 - 180,8 - 12,Anterior-Frontal Left,0.11260164956073293,0.1280156353474871,0.0077544575831539,-0.02,0.03,0.6737152940800829,0.5,0.79,63.71263700882916,53.6635986608858,73.76167535677254,0.6738147065839113,0.5,0.79,0.0674919369794452
ERSP,120 - 180,8 - 12,Anterior-Frontal Midline,0.1293093148553672,0.13396542471332595,0.0085334272517227,-0.02,0.03,0.7496499771719731,0.61,0.85,64.17786437655153,54.05594999172336,74.29977876137967,0.7481371271004831,0.61,0.84,0.0623170939208057
ERSP,120 - 180,8 - 12,Anterior-Frontal Right,0.13263608087477424,0.12944765711028122,0.0139078586375314,-0.01,0.04,0.7088288503092147,0.55,0.82,48.75489510493957,41.04892818041149,56.46086202946764,0.7019489733773315,0.54,0.81,0.0661119060882678
ERSP,120 - 180,8 - 12,Centro-Parietal Left,0.2410626902777733,0.2014972815258573,0.0256501534527564,-0.01,0.06,0.8147335041662144,0.7,0.89,40.17452723044856,33.812641177103494,46.536413283793635,0.8093127007040847,0.7,0.88,0.0839998641411491
ERSP,120 - 180,8 - 12,Centro-Parietal Midline,0.11669090052809059,0.13127680710140696,0.0120056245185374,-0.01,0.04,0.6194073184381562,0.43,0.76,227.9042767615973,192.1352639990419,263.6732895241526,0.6197434466460313,0.43,0.76,0.0700420333085579
ERSP,120 - 180,8 - 12,Centro-Parietal Right,0.08781549295991951,0.09963041101826947,0.0009752494702725,-0.02,0.03,0.6113315574993429,0.42,0.75,17.787733727835274,14.932650803927295,20.64281665174325,0.6147475100628409,0.42,0.75,0.0662361778579646
ERSP,120 - 180,8 - 12,Fronto-Central Left,0.1184912385970213,0.12301752818275466,0.0013765065930334,-0.02,0.03,0.6886279100462367,0.52,0.8,55.11068704963781,46.40911032153885,63.8122637777368,0.6895125332199009,0.52,0.8,0.0669579643099919
ERSP,120 - 180,8 - 12,Fronto-Central Midline,0.1502849026568485,0.1433397328371302,-0.0043017503481136,-0.03,0.02,0.7478112807333485,0.61,0.84,46.92140406302931,39.50264629700869,54.34016182904994,0.7393312316042022,0.59,0.84,0.070337916746041
ERSP,120 - 180,8 - 12,Fronto-Central Right,0.13467080560200095,0.11588324588065281,0.0004517244132297,-0.02,0.02,0.6979819282509316,0.53,0.81,120.90720966189824,101.8988665192246,139.91555280457192,0.7016917963142918,0.54,0.81,0.0632261987062868
ERSP,120 - 180,8 - 12,Occipital Midline,0.08982052608628588,0.10500926836872285,-0.0020749086330339,-0.03,0.02,0.7266677287167946,0.57,0.83,-42.814756739201144,-36.176697950041714,-49.4528155283606,0.7295051315899682,0.58,0.83,0.061450323074545
